N° Cotización,Fecha,Proyecto,Comuna,N° Unidad,Tipo Unidad,Broker/Cliente,Valor Venta UF,Crédito Hip. UF,Pie %,Corredor
COT-2026-0001,13-04-2026,ALTO BUZETA (MT),Cerrillos,405,Departamento,vv,2736.9,2463.21,10,fd
